ulasan,rasa,sambal,keramaian,kenyamanan,pelayanan,rating,sentimen
"Nasi goreng ikan asin - Ini juga lumayan ok, nasi nya gak lembek dimasak Yang Chou gitu dan yang enak itu justru daging di nasi goreng nya (most likely daging Babi sih)",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Nasi goreng tom yum terbaikkk,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Nasi nya wangi tapi dingin, ayamnya empuk, rasanya juga membanjir di mulut",NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Nasi putih nya sudah tidak hangat, tidak fresh",BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
"Nasi uduk dan ayam kampungnya juara banget...ada rempela ati, kepala ayam dsn semur jengkol....rela buat antri apalagi buat buka puasa...tapi kok alamatnya kalimalang cipinang ya....sebenarnya di daerah klender.",BAGUS,NETRAL,BAGUS,NETRAL,NETRAL,4,1
"Nasi yang diberikan sangat sedikit, pelit",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Nasinya dikit banget ???? porsi makan siang padahal makan kemarin,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
"Ngak ada AC, cuma ada kipas",BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
"Ngak ada AC, jadi panas",NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Ngak bisa lebih murah lagi apa,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Ngak cocok,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
Ngak cocok untuk tempat makan keluarga,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Ngak dilayani dengan baik,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Ngak enak,BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
Ngak jago masaknya,BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
Ngak kenyang kalau makan di sini,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Ngak mau datang ke sini lagi,BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
Ngak mau datang lagi,BURUK,NETRAL,NETRAL,BURUK,NETRAL,2,0
Ngak nyampe-nyampe makanannya,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Ngak nyangka separah ini,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Ngak puas,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
Ngak worth it pokoknya,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Ngak yakin mau datang lagi ke sini,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"Ni ayam enak banget sihh, bisa ampe abis 5 potong sendiri! Bukan rakus, tp memang ukurannya kecil2 dan yang pasti ini Ayam Kampung! Rasa memang tidak diragukan, cuman memang kadang pelayanannya suka lama kalau lagi rame bgt! Tapi ini tempat memang tidak pernah sepi sih, baik yang dekat fly over or traffic lamp",BAGUS,NETRAL,BAGUS,NETRAL,NETRAL,4,1
Nice place,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Nice place with poor service and average food. Pernah dateng ke sini sekali dan ga akan mau dateng lagi. Pelayanannya lama bahkan rasanya hampir terabaikan (entah karena saya cuma pake kaos dan jeans tanpa make up atau karena bukan WNA, padahal saat itu ga terlalu ramai ((: ), pesen mushroom soup dan lychee tea yang rasanya biasa aja dan bikin males mesen lagi, overprice pula. Cuma memang dekornya bagus dan mungkin itulah yang dicari orang-orang yang dateng, restoran berdekor cantik yang Instagram-able, gapeduli meski overrated.",BURUK,NETRAL,NETRAL,NETRAL,BURUK,1,0
"No banget,no banget dan no banget pelayanan dibawah warteg,sangat kecewa ga dihargain Jangan coba mampir ke pondok sambal pasti nyesel banget....",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
No respect for customers,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Not recommended,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"not recommended at all. daging nya terlalu tebal. ndak lamak. harga nya juga tidak sebanding. bumbu nya juga tidak pas. mungkin kembali lagi ke selera anda masing masing. ya. untuk sate padang, saya lebih merekomendasikan di jatinegara atau di deket Senen. lai urang awak nan berkualitas tu. kalau rekan saya suak sate nya karena dagingnya tebal. tapi kalau dari taste, ngga enak sama sekali. dan beberapa daging juga rasanya ""aneh"" dan keras.",BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
Nuansa klasik terasa. Enak dipakai nongkrong dan ngobrol bareng teman2.,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Nunggu 30 menit. Satu porsi pangsit goreng dateng. 5 menit kemudian bakmi ayam jamur dateng. My kids are starving. Ini restoran bakmi, bukan fine dining, cust are not expected to wait too long for God Sake. Bakmi so so. Bukan gaenak juga. Ya biasa aja. Tapi ga worth it utk nunggu 35 menit. Cenderung keasinan. Will not comeback",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Nyaman nongkrong di sini,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Nyesal datang kemari,BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
"Nyesal makan disini, makanan enak tapi porsi sedikit",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Nyesal order di sini,BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
"Nyobain pertama kali karena macet jadilah mampir kesini. Menyajikan aneka makanan indonesia. Ada nasi tutug omcom, nasi goreng kencur serta nasi parayangan. Rasanya enak serta penyajiannya juga menarik. Tempatnya juga nyaman dan bersih.",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"One dimsum, dimsum yg baru banget buka di kelapa gading ini brand lokalkah? Dimsum nya enak, harga gk mahal, kwetiau nya jg enak. Pasti akan datang lg utk coba menu lainnya.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Order take away porsinya lebih sedikit,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,3,0
Order yang datang sesuai,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Overall utk makanan ok. Sama dgn hakata ikkousha yg lain. Tapi servicenya SUPER SUCKS!!!! Dari mulai duduk, waitressnya terima order mukanya asem banget. Muak liatnya. Makanan dtg sgt cepat krn kita satu2nya table yg terisi. Selesai makan mao bayar, sy berdiri dikasir cukup lama, dicuekin, sampai sy blg, mao bayar. Org kasirnya pun, cm nanya mao bayar pake apa, NO EYE CONTACT!!! WTF!!!! Resto begini, servisnya lebih parah dr tukang jual makanan pinggir jalan! sorry for the owners",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Overall, mengecewakan",BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"OVERPRICED pdhal makanan rasanya biasa BINGITS dan yang paling parah, untuk pesan sesuatu ke waitress perlu diulang minimal 3x. It's just not worth it.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Packaging lebih mahal daripada makanan,BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Paikut Tausi - Taste wise enak, cuma porsi nya sangat sedikit jadi rada menyayangkan",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Panas banget makan disini, mengecewakan",NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Panas banget, bikin keringetan",BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pangsit goreng spesial - ini oke juga, perpaduan daging babi sama udang dan jamur nya enak apalagi kalo pakai sambal ????",BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,4,1
Para pramusaji bersikap seolah-olah kita punya hutang ke mereka. mereka hanya semangat jika org2 cantik dan putih yg makan disana. orang biasa dan berkulit hitam tidak dilayani dengan baik,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Parah banget sih ini,BURUK,BURUK,BURUK,BURUK,BURUK,2,0
"Parkiran sangat ramai, tidak ada yang mengaturnya sehingga membuat mobil saya lecet",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pas di lidah orang Indonesia,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Pas makan disini tuh nikmatnya berasa..semua menu fresh bukan junk food dibuat nya fresh pas dimasak ditempat enaknya bikn balik lagi..next makan lagi disana...pokoknya enak banget.,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Pas pertama nyoba krn penasaran. Minta deh dibawain sama adek. Kesan pertama, dagingnya tebel berbumbu, bumbunya kental, ketupatnya padet. Eh pas nyobain langsung ke lokasi yg ada KECEWA. Rasanya gak senendang yg pertama, bumbunya jg cepet cair. Mungkin karena rame jd asal asalan ngelayaninnya.",BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
Pasti kecewa kalau datang ke sini,BURUK,NETRAL,NETRAL,BURUK,NETRAL,2,0
Pasti mau datang lagi,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pasti selalu ke sini kalau makan bareng keluarga,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"payment di depan bikin mood rusak. kenapa ya insecure bgt? saya juga gak akan kabur kali, pst bayar. aplg wine pas ditengah2. lagi asik minum disuruh payment dlu. hahaha. gak akan balik lagi",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pedas nya pas dimulut! Khas Kediri banget,BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,4,1
Pedasnya beneran pedas,NETRAL,BAGUS,NETRAL,NETRAL,NETRAL,5,1
"Pelanggan dibiarkan begitu saja, kecewa!",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelanggan dibuat lama menunggu,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelanggan dicuekin,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelanggan ngak dihormati,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelanggan take away mendapat kualitas makanan yang rendah,BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
Pelanggan tidak dilayani dengan baik,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan jago berkomunikasi,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayan kasar,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Pelayan kasar dan ceroboh. air minuman yang kami pesan tumpah dan mengenai saya. mereka hanya meminta maaf dan lalu pergi tanpa menawarkan hal yang bisa membantu,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Pelayan kasar dan ceroboh. air minuman yang kami pesan tumpah dan mengenai saya. mereka hanya meminta maaf dan lalu pergi tanpa menawarkan hal yang bisa membantu,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan kurang fokus dalam bekerja,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Pelayan kurang sigap,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan murah senyum,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayan nya ga punya sopan santun, kalo ngomong nada tinggi kayak orang marah marah, tadi saya pesen makanan saya sudah coret yang saya cancel dan pilih menu lain tapi pas datang ada dua makannan nya dan setelah saya cek lagi kertas pemesanan nya ternyata di tulis 1 kembali oleh orang yang tidak bertanggung jawab",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayan nya murah senyum, adem ketika makan disini",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayan ramah,NETRAL,NETRAL,NETRAL,NETRAL,BAGUS,5,1
Pelayan sangat ramah dalam melayani pelanggan,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Pelayan sopan,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayan tidak bertanggung jawab,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelayan tidak mau tau dengan pekerjaannya, saya melambai sekitar 5 menit tidak ada yg menoleh",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan tidak melayani customer dengan maksimal,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan tidak melayani pelanggan,NETRAL,NETRAL,NETRAL,NETRAL,BURUK,2,0
Pelayan tidak mementingkan pelanggan,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan tidak ramah,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayan tidak sopan,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Pelayan tidak sopan sekali,NETRAL,NETRAL,NETRAL,NETRAL,BURUK,2,0
Pelayan tidak tahu tata krama,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelayan yang melayani kami sangat kurang pengetahuan thdp menu , kami tanya favorite nya apa , waitress hny menjawab ""Itu yang ada di menu"" ?? whatt ?",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanan buruk sekali .. saya bersama keluargaa .. saya menunggu makanan datang hampir 1 jam , dan sepertinya disana irit karyawan .. saya pesan makan 4 memu dan semua datang secara terpisah, makan pjm jd ga barengan, kesel sekali sama pelayanannya. Buruk sekali . Maaf karena memang kesel soalnya saya kesana bawa anak kecil,anal kecil jg jadinya kesel nunggu kelamaan akhirnya tidur.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayanan cepat,NETRAL,NETRAL,NETRAL,NETRAL,BAGUS,5,1
"Pelayanan cepat tp penyajian dim sumnya lama sekali, hampir 30 menit pesnan dim sum baru diantar padahal resto tidak ramai. Sudah kirim wa kritik ke no yg tertera di resto tp jawabnya cuma maaf saja.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"pelayanan cepet , tempatnya ngebuL??",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayanan dari pihak manajer itu sendiri 0% komplain bukannya memperbaiki atau minta maaf justru singgung singgung di dapur .. ngedumel sendiri.... saya komplain karna saya d beri bill tidak sesuai dengan yang di menu ( sudah termasuk pajak) bukannya minta maaf atau d cek ulang dengan baik . Justru malah berdebat panjang, bukan karna harga yg d berikan sebesar apa.. tetapi.. kejujuran, tindakan dan pelayanan yg d berikan tidak baik !!! Pakai bawa status pendidikan, dan singgung singgung bla bla (seperti tidak d latih) padahal katanya minijeeeer disituuu )d hadapan konsumen... sungguh terlaluuuuu... cukup hari ini deeeeh Makan soup restaurant PI.... gak lagi deh ajak keluarga dan temen temen gue kesitu ??",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
pelayanan dari salah satu waitres yang buruk sekali Pertama kali datang mukanya sudah kusam dan sombong trus dia memberikan informasi vocer traveloka yang salah dan sok tau,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayanan kurang memuaskan,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelayanan lama, makanan keluarnya lama",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanan lambat sekali, Makanan uda tunggu sejam tidak keluar2 akirnya saya cancel karena uda terlalu lama. pertama dan terakir makan di sini. Ga lagi2 deh makan sini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayanan mengecewakan,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelayanan nya kurang bagus, tidak ramah, tidak jelas tata cara pesan nya, tidak lngsg di layanin, tidak rekomen banget pelayan nya",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
pelayanan nya ngga banget..karyawan senior nya songong...service nya nol besar...tidak rekomended buat ketempat ini..sangat tidak puas....kecewa..nyesell makan di resto sini...makanan nya lama...,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"pelayanan nya no banget. minta kecap manis pertama kali, ga dateng2. minta kedua kali, karyawan nya saling ngoper2 suruh ambilin. dari yg makanan enak sampe enek. mood buat makan aja ud ga ada. ud smpe males buat mintain lagi. ud slese makan dan ga habis. KECAP MANIS NYA BARU DATENG. BILANG MAAF AJA ENGGA, lain kali kalo minta tolong buat ambil kecap manis, jangan d oper2 , srh karyawan lain yang ambil, ujung2 malah ga d ambil. dan di ajari sopan santun ya tiep karyawan nya.",BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
"pelayanan nya sangat baik dan ramah.
harga murah meriah.
ada dessert juga.
makanan penutup pun ada.
minuman ada 4 macam.
terbaik sekali pokonya.",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayanan paling buruk, pelayan tidak sopan terutama dua pelayan wanita muka cemberut tidak ada sambutan ngomong, Saya datang ksh liat voucher di hp, hp saya lngsg di ambil dari tangan saya tanpa ada kata2 permisi atau apapun.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelayanan sangat buruk terlebih manajer yg on duty, menyebalkan dan sangat tidak ramah seakan tdk butuh Customer, Buruk sikapnya yg menolak konsumen yg datang.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanan sangat buruk, booking tempat sudah, sampai sana ternyata tidak dicatat. Sangat tidak profesional!",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanan sangat buruk, kami tidak dilayani ketika tiba di restoran. ini membuat nafsu makan berkurang!!",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanan sangat buruk, makanan datang lama bahkan sampai 3x menanyakan pesanan yg berbeda entah itu lupa atau telat banget dihidangkan",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanan sangat lambat, tidak sigap. kami tidak dilayani dengan baik mungkin karena hanya menggunakan celana pendek dan kaos saja",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Pelayanan sangat ramah,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayanan terpenuhi,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Pelayanan tidak mengecewakan,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayanan waktu makan juga sangat baik... selalu di angkat piring kotor, jadi meja enak buat makan...",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayanannya agak lama, ketika datang tempat duduk yang telah kosong tidak langsung dibersihkan sehingga harus menunggu agak lama. Setelah pesan makanan datang 30 menit. Piring dan sendok tidak bersih dan agak berbau ketika diberikan.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayanannya baik,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayanannya buruk,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanannya kurang,pelayan sibuk sendiri. Kita minta dulu baru dikasih, tidak responsif, memang sih kita pake voucher tp harusnya sama aja donk pelayanannya.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayanannya mas ridwan sangat ramah, makanannya juga recomended, sushi terekomendasi, dan comfy",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"pelayanannya mengecewakan, karena sistem megaria udh food court dan kita yang cari pelayannya (yang pakai baju merah) lebih suka pas masih terpisah tempatnya jadi nyaman dan ga serame sekarang.",NETRAL,NETRAL,BAGUS,BURUK,BURUK,1,0
"Pelayanannya parah. Kita waiting list 1 jam lalu tiba2 meja kita diserobot orang yang baru datang. Mau seenak apapun makanan kalian tapi kalo servis ancur, sama aja merusak suasana saat makan.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelayanannya ramah (Mas Dhirga) menu nya enak, worth it lah sesuai kantog. Semua berjalan semua protol",BAGUS,NETRAL,NETRAL,NETRAL,BAGUS,5,1
"Pelayanannya ramah, baik, murah senyum, terutama mas ridwan, tempatnya bersih, makananya enak. Pelayanan mas ridwan good",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayanannya SERBA LAMA. Nunggu makanannya bisa 40menit sendiri, minuman yg dipesan juga tidak dikeluarkan terlebih dahulu. Entah datang kesini karna jam makan siang atau gimana. Pokoknya kurang lah!",NETRAL,NETRAL,NETRAL,NETRAL,BURUK,1,0
Pelayanannya sigap,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayanannya yang lumayan lama dan customer gak keurus karena sepertinya kurang orang,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayannya ngak paham-paham mau pelanggan,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pelayannya oke2 bgt,NETRAL,NETRAL,NETRAL,NETRAL,BAGUS,5,1
Pelayannya ramah,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayannya ramah-ramah,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pelayannya sigap,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Pelayannya sombong sekali, tidak melayani kami dengan baik",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
pelayannya tdk pakai masker dgn benar (hanya dibawah dagu) waktu ditegur suami saya bukannya dibenerin eh malah sengaja donk dilepas. Di tengah pandemi seperti ini salah satu alasan bnyk org memilih tmpt makan adalah apakah pelayannya sdh menjalani protokol kesehatan dgn benar. Jadi saya sangsi apakah benar tmpt ini sudah menerapkan protokol kesehatan dgn benar.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pelayannya tidak ramah(beberapa), terlalu banyak aturan, tidak bebas untuk berfoto2 padahal tempatnya instagramble bgt & gaboleh pake camera jg pdhl cm mirorless:",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
pelayannya yang kurang. Saya minta tambahan gula tapi tidak kunjung datang hingga minuman kami habis.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pelit cabe, kurang pedas",NETRAL,BURUK,NETRAL,NETRAL,NETRAL,1,0
Pemandangannya biasa aja,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Pemandangannya indah,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Pemandangannya jelek,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Pemesanan cepat sampai,NETRAL,NETRAL,NETRAL,NETRAL,BAGUS,4,1
Pemesanan sesuai orderan,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Pempek terfavorit di Jakarta. Since 2012 and still counting! Suka suka suka suka suka suka. Tadi lupa mesen jus alpuket. Tapi gapapa. Tetap puas meski dengan pempeknya aja. ??????,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Pempek yang enak dengan harga yang imbang dengan porsi makanannya.,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Pempeknya asli enak, cukanya juga juara.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Penasaran dengan menu andalan resto ini, ternyata rasanya sangat hambar, bahkan tidak ada ciri khas nya",BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Penasaran dengan menu ikan, setelah coba ternyata enak banget",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Pengalaman terburuk. Manajemen yang buruk. Saran saya adalah menghemat uang Anda dan pergi ke suatu tempat lain,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pengen datang lagi ke sini,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Penyajian cepat, restoran tdk terlalu ramai, makanan enak semua, favorite lah",BAGUS,NETRAL,BAGUS,BAGUS,BAGUS,4,1
"perfect dan makanannya enak banget sumpah, pelayanannya ramah, makanan dtg sampenya ga lama dan juga fasilitasnya enak. tiap hari lidah bikin nagih mau makan swiwings mulu.",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Pergi ke rumah makan ini untuk pertama kalinya. tidak ada hidangan yang membuat saya ketagihan untuk mendatanginya lagi. saya pikir anda lebih baik memesan di rumah makan lain,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Pergi ke rumah makan ini untuk pertama kalinya. tidak ada hidangan yang membuat saya ketagihan untuk mendatanginya lagi. saya pikir anda lebih baik memesan di rumah makan lain,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,2,0
"Pernah makan emang enak Dan tame tempatnya,, tapi entahh kenapa hari di call untuk booking ga ad angkat, sejam telp tapi ga diangkat sama sekali..",BAGUS,NETRAL,NETRAL,BURUK,BURUK,3,0
Perpaduan bumbu dan daging ayamnya pas banget,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
persiapan untuk shownya kurang.. ++ untuk keseriusan dan niat cewe yg nge leadnya... tapi untuk entertaintment kurang.. jd untuk harga 2jt++ 1 orang agak kurang worth it..,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pertama kali coba, pesen byk bgt sampe ke bakwan jagung yg katanya terkenal. Pas cobain ternyata alot bgt, abon cakalangnya jg ga enak, semua menu yg saya pesen gada enaknya sama sekali. Mengecewakan bgt, harganya jg pricey, ber2 370rb",BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Pertama kali ke sini bareng keluarga, biasanya mereka cerewet kalau pilih makanan, kali ini mereka suka banget",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Pertama kali kesini dan memberikan kesan yang buruk. besok tidak mau kesini lagi!,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
"pertama kali kesini, di waktu libur, jd agak penuh. suasananya ok tp pelayanan awalnya mengecewakan, saya datang tidak dijamu cukup lama bbrp menit, pesanan awal tidak ada, kedatangan makanan lama dan pasangan saya sudah hampir habis baru makanan saya keluar, sehingga makannya ga bareng. rasa ok tp ga ada yg spesial. tidak puas pengalamannya..",NETRAL,NETRAL,BURUK,BURUK,BURUK,1,0
Pertama kali makan siang di resto ini & mengecewakan...makanan tersedia lebih dr 30 menit & ada 1 pesanan yg 'lupa' tidak dimasukkan ke dalam sistem.untuk resto sebesar & sebagus ini seharusnya hal ini tidak terjadi.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pertama kali makan, jujur klo rasa emang enak ga kecewa dgn rasa. Tapi saya kecewa dengan pelayanan nya. Yang katanya all u can eat tp nyatanya saya cuma dikasih hidangan daging yg pertama datang saja, dan minta tambah 8 lagi dikasih hanya 5 dan itu juga dilama2kan sekitar 15-20menit sdgkn yg lain kok diberi trus daging dan kita nunggu lumayan lamaaaaaa, kita minta tambah lagi ga dikasih , hanya iyaaa dan itu pelayan semua nya sama!!!! Saya tunggu ada setengah jam tdk dtg jg, yg lain dikasih dessert kita tdk !!! SAYA SANGAT KECEWA DENGAN PELAYANAN NYA DAN YANG DINAMAKAN ALL U CAN EAT SEPERTI INI KAH DARI NIKU-NIKU??? APAKAH PROSEDUR DARI OWNERNYA SEPERTI INI KEPADA PELAYAN NYA? ATAU SOP PELAYAN NYA SEPERTI INI?? SAYA SANGAT KECEWA, SALAM UNTUK OWNER NIKU-NIKU. SEMOGA MEMBACA INI DAN MEMPERBAIKI PELAYANAN DAN KUALITAS KARYAWAN!!!",BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
"Pertama kali nyobain ini tuh di Jakarta. Seneng banget akhirnya buka di Bandung. Burgernya enak dan gede, kentangnya juga, chicken skinnya apalagi, JUARA!!!",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Pertama nyoba, langsung nggak mau kesini lagi, dagingnya bau berasa udh lama kirain sate gue aja taunya temen gue juga sama.. Baru makan 3 tusuk langsung nggak mau lagi",BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Pesan ayam geprek, yang diantar malah ayam penyet. Kecewa!",NETRAL,NETRAL,NETRAL,BURUK,BURUK,3,0
